"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"2/29/2024","2/29/2024","3/1/2024","BA","BA 3/1/2024 Call $212.50","STC","7","$0.15","$104.76"
"2/29/2024","2/29/2024","3/1/2024","BA","BA 3/1/2024 Call $212.50","STC","2","$0.15","$29.92"
"2/29/2024","2/29/2024","3/1/2024","BA","BA 3/1/2024 Call $212.50","STC","3","$0.15","$44.89"
"2/29/2024","2/29/2024","3/1/2024","BA","BA 3/1/2024 Call $212.50","STC","10","$0.15","$149.66"
"2/29/2024","2/29/2024","3/1/2024","BA","BA 3/1/2024 Call $212.50","STC","2","$0.15","$29.92"
"2/29/2024","2/29/2024","3/1/2024","BA","BA 3/1/2024 Call $212.50","STC","5","$0.15","$74.83"
"2/29/2024","2/29/2024","3/1/2024","BA","BA 3/1/2024 Call $212.50","STC","8","$0.15","$119.73"
"2/29/2024","2/29/2024","3/1/2024","BA","BA 3/1/2024 Call $212.50","STC","2","$0.15","$29.92"
"2/29/2024","2/29/2024","3/1/2024","BA","BA 3/1/2024 Call $212.50","STC","1","$0.15","$14.95"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $212.50","BTO","8","$0.26","($208.24)"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $212.50","BTO","2","$0.26","($52.06)"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $212.50","BTO","30","$0.31","($930.90)"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $212.50","STC","1","$0.62","$61.95"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $212.50","STC","24","$0.62","$1,487.19"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $212.50","BTO","10","$0.55","($550.30)"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $212.50","BTO","1","$0.55","($55.03)"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $212.50","BTO","7","$0.55","($385.21)"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $212.50","BTO","7","$0.55","($385.21)"
"2/28/2024","2/28/2024","2/29/2024","","ACH Withdrawal","ACH","","","($2,000.00)"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","STC","15","$1.11","$1,664.49"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","STC","15","$1.11","$1,664.49"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","BTO","30","$0.80","($2,400.90)"
"2/28/2024","2/28/2024","2/29/2024","","ACH Withdrawal","ACH","","","($2,300.00)"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","STC","16","$0.66","$1,055.47"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","STC","8","$0.65","$519.73"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","STC","12","$0.66","$791.60"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","STC","1","$0.65","$64.95"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","STC","5","$0.65","$324.83"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","STC","10","$0.65","$649.66"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","STC","12","$0.66","$791.60"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","STC","30","$0.65","$1,949.00"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","STC","5","$0.65","$324.83"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","STC","1","$0.65","$64.95"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","BTO","8","$0.12","($96.24)"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","BTO","56","$0.12","($673.68)"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","BTO","9","$0.12","($108.27)"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","BTO","10","$0.12","($120.30)"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","BTO","1","$0.12","($12.03)"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","BTO","5","$0.12","($60.15)"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","BTO","1","$0.12","($12.03)"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","BTO","10","$0.12","($120.30)"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","STC","14","$0.10","$139.53"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","STC","15","$0.10","$149.50"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","STC","1","$0.10","$9.95"
"2/28/2024","2/28/2024","2/29/2024","BA","BA 3/1/2024 Call $210.00","STC","20","$0.10","$199.33"
"2/27/2024","2/27/2024","2/28/2024","BA","BA 3/1/2024 Call $210.00","BTO","25","$0.20","($500.75)"
"2/27/2024","2/27/2024","2/28/2024","BA","BA 3/1/2024 Call $210.00","BTO","25","$0.20","($500.75)"
"2/27/2024","2/27/2024","2/28/2024","BA","BA 3/1/2024 Call $210.00","STC","50","$0.16","$798.35"
"2/27/2024","2/27/2024","2/28/2024","BA","BA 3/1/2024 Call $210.00","STC","50","$0.16","$798.35"
"2/27/2024","2/27/2024","2/28/2024","BA","BA 3/1/2024 Call $210.00","BTO","50","$0.19","($951.50)"
"2/27/2024","2/27/2024","2/28/2024","BA","BA 3/1/2024 Call $210.00","BTO","15","$0.22","($330.45)"
"2/27/2024","2/27/2024","2/28/2024","BA","BA 3/1/2024 Call $210.00","BTO","20","$0.22","($440.60)"
"2/27/2024","2/27/2024","2/28/2024","BA","BA 3/1/2024 Call $210.00","BTO","15","$0.22","($330.45)"
"2/27/2024","2/27/2024","2/28/2024","BA","BA 3/1/2024 Call $210.00","STC","50","$0.17","$848.35"
"2/27/2024","2/27/2024","2/28/2024","BA","BA 3/1/2024 Call $210.00","BTO","50","$0.19","($951.50)"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $98.00","STC","1","$0.09","$8.95"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $98.00","STC","1","$0.09","$8.95"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $98.00","STC","57","$0.09","$511.12"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $98.00","STC","10","$0.09","$89.66"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $98.00","STC","1","$0.09","$8.95"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $98.00","STC","12","$0.09","$107.60"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $98.00","STC","6","$0.09","$53.79"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $98.00","STC","1","$0.09","$8.95"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $98.00","STC","21","$0.09","$188.30"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $98.00","STC","1","$0.09","$8.95"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $98.00","STC","1","$0.09","$8.95"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $98.00","STC","12","$0.09","$107.60"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $98.00","STC","1","$0.10","$9.95"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $98.00","BTO","23","$0.11","($253.69)"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $98.00","BTO","2","$0.11","($22.06)"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $98.00","BTO","50","$0.14","($701.50)"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $98.00","BTO","50","$0.14","($701.50)"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $99.00","STC","10","$0.07","$69.66"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $99.00","STC","1","$0.07","$6.95"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $99.00","STC","3","$0.07","$20.89"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $99.00","STC","1","$0.07","$6.95"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $99.00","STC","2","$0.07","$13.92"
"2/26/2024","2/26/2024","2/27/2024","SBUX","SBUX 3/1/2024 Call $99.00","STC","3","$0.07","$20.89"
"2/26/2024","2/26/2024","2/26/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"2/23/2024","2/23/2024","2/26/2024","SBUX","SBUX 3/1/2024 Call $99.00","BTO","20","$0.16","($320.60)"
"2/23/2024","2/23/2024","2/26/2024","BA","BA 2/23/2024 Put $197.50","STC","10","$0.05","$49.66"
"2/23/2024","2/23/2024","2/26/2024","BA","BA 2/23/2024 Put $197.50","BTO","10","$0.18","($180.30)"
"2/23/2024","2/23/2024","2/26/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","6","$0.16","$95.79"
"2/23/2024","2/23/2024","2/26/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","10","$0.16","$159.66"
"2/23/2024","2/23/2024","2/26/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","10","$0.17","$169.66"
"2/23/2024","2/23/2024","2/26/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","4","$0.17","$67.86"
"2/23/2024","2/23/2024","2/26/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","30","$0.08","($240.90)"
"2/23/2024","2/23/2024","2/26/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","6","$0.06","$35.79"
"2/23/2024","2/23/2024","2/26/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","6","$0.06","$35.79"
"2/23/2024","2/23/2024","2/26/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","3","$0.06","$17.89"
"2/23/2024","2/23/2024","2/26/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","15","$0.06","$89.50"
"2/23/2024","2/23/2024","2/26/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","2","$0.09","($18.06)"
"2/23/2024","2/23/2024","2/26/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","3","$0.09","($27.09)"
"2/23/2024","2/23/2024","2/26/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","2","$0.09","($18.06)"
"2/23/2024","2/23/2024","2/26/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","3","$0.09","($27.09)"
"2/23/2024","2/23/2024","2/26/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","20","$0.11","($220.60)"
"2/23/2024","2/23/2024","2/26/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","10","$0.13","$129.66"
"2/23/2024","2/23/2024","2/26/2024","BA","BA 2/23/2024 Put $200.00","STC","2","$2.30","$459.92"
"2/23/2024","2/23/2024","2/26/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","4","$0.16","($64.12)"
"2/23/2024","2/23/2024","2/26/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","6","$0.16","($96.18)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","10","$0.15","$149.66"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","9","$0.15","$134.69"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","10","$0.15","$149.66"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","5","$0.15","$74.83"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","2","$0.15","$29.92"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","4","$0.15","$59.86"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","1","$0.15","$14.95"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","14","$0.15","$209.53"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","10","$0.15","$149.66"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","3","$0.15","$44.89"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","10","$0.15","$149.66"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","10","$0.15","$149.66"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","10","$0.15","$149.66"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","2","$0.15","$29.92"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","1","$0.17","($17.03)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","1","$0.17","($17.03)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","12","$0.17","($204.36)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","3","$0.17","($51.09)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","1","$0.17","($17.03)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","3","$0.17","($51.09)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","3","$0.17","($51.09)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","1","$0.17","($17.03)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","1","$0.17","($17.03)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","1","$0.17","($17.03)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","3","$0.17","($51.09)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","1","$0.17","($17.03)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","3","$0.17","($51.09)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","1","$0.17","($17.03)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","1","$0.17","($17.03)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","3","$0.17","($51.09)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","1","$0.17","($17.03)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","50","$0.17","($851.50)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","10","$0.10","($100.30)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","10","$0.10","$99.66"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","251","$0.10","$2,501.74"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","9","$0.11","$98.69"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","30","$0.11","$329.01"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","33","$0.05","($165.99)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","9","$0.05","($45.27)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","8","$0.05","($40.24)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","16","$0.05","($80.48)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","37","$0.05","($186.11)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","42","$0.05","($211.26)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","43","$0.05","($216.29)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","11","$0.05","($55.33)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","26","$0.05","($130.78)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","57","$0.05","($286.71)"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","18","$0.05","($90.54)"
"2/22/2024","2/22/2024","2/23/2024","BA","BA 2/23/2024 Put $200.00","BTO","2","$1.34","($268.06)"
"2/22/2024","2/22/2024","2/23/2024","BA","BA 2/23/2024 Put $200.00","STC","2","$0.32","$63.92"
"2/22/2024","2/22/2024","2/22/2024","","Instant bank transfer - account ending in 0187","RTP","","","$3,000.00"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","242","$0.04","$960.05"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","56","$0.04","$222.15"
"2/22/2024","2/22/2024","2/23/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","2","$0.05","$9.92"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","5","$0.09","($45.15)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","63","$0.09","($568.89)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","65","$0.09","($586.95)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","37","$0.09","($334.11)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","10","$0.09","($90.30)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","63","$0.09","($568.89)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","57","$0.09","($514.71)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","32","$0.15","$478.94"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","100","$0.15","$1,496.70"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","15","$0.15","$224.50"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","11","$0.15","$164.63"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","9","$0.15","$134.69"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","1","$0.15","$14.95"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","4","$0.15","$59.86"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","3","$0.15","$44.89"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","18","$0.15","$269.40"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","STC","7","$0.15","$104.76"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","77","$0.18","($1,388.31)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","5","$0.18","($90.15)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","5","$0.18","($90.15)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","5","$0.18","($90.15)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","8","$0.18","($144.24)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","27","$0.16","($432.81)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","28","$0.16","($448.84)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","2","$0.15","($30.06)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","2","$0.15","($30.06)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","9","$0.15","($135.27)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","12","$0.15","($180.36)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","1","$0.16","($16.03)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","1","$0.16","($16.03)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","5","$0.16","($80.15)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","1","$0.16","($16.03)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","10","$0.16","($160.30)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","1","$0.16","($16.03)"
"2/21/2024","2/21/2024","2/22/2024","SBUX","SBUX 2/23/2024 Call $97.00","BTO","1","$0.16","($16.03)"
"2/21/2024","2/21/2024","2/22/2024","BA","BA 2/23/2024 Call $210.00","STC","6","$0.27","$161.79"
"2/21/2024","2/21/2024","2/22/2024","BA","BA 2/23/2024 Call $210.00","STC","5","$0.27","$134.83"
"2/21/2024","2/21/2024","2/22/2024","BA","BA 2/23/2024 Call $210.00","STC","3","$0.27","$80.89"
"2/21/2024","2/21/2024","2/22/2024","BA","BA 2/23/2024 Call $210.00","STC","5","$0.27","$134.83"
"2/21/2024","2/21/2024","2/22/2024","BA","BA 2/23/2024 Call $210.00","STC","5","$0.27","$134.83"
"2/21/2024","2/21/2024","2/22/2024","BA","BA 2/23/2024 Call $210.00","STC","5","$0.27","$134.83"
"2/21/2024","2/21/2024","2/22/2024","BA","BA 2/23/2024 Call $210.00","STC","1","$0.27","$26.95"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","BTO","2","$0.48","($96.06)"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","BTO","1","$0.48","($48.03)"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","BTO","1","$0.48","($48.03)"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","BTO","1","$0.48","($48.03)"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","BTO","3","$0.48","($144.09)"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","BTO","4","$0.48","($192.12)"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","BTO","3","$0.48","($144.09)"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","BTO","12","$0.48","($576.36)"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","BTO","3","$0.48","($144.09)"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","STC","5","$0.44","$219.83"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","STC","1","$0.44","$43.95"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","STC","8","$0.44","$351.73"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","STC","2","$0.44","$87.92"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","STC","3","$0.44","$131.89"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","STC","5","$0.44","$219.83"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","STC","1","$0.44","$43.95"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","STC","1","$0.44","$43.95"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","STC","4","$0.44","$175.86"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","BTO","7","$0.69","($483.21)"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","BTO","2","$0.69","($138.06)"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","BTO","1","$0.69","($69.03)"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","BTO","4","$0.79","($316.12)"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","BTO","3","$0.79","($237.09)"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","BTO","3","$0.79","($237.09)"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","BTO","1","$1.03","($103.03)"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","BTO","6","$1.03","($618.18)"
"2/20/2024","2/20/2024","2/21/2024","BA","BA 2/23/2024 Call $210.00","BTO","2","$0.98","($196.06)"
"2/20/2024","2/20/2024","2/21/2024","","ACH Deposit","ACH","","","$900.00"
"2/16/2024","2/16/2024","2/20/2024","BA","Option Expiration for BA 2/16/2024 Put $195.00","OEXP","5S","",""
"2/16/2024","2/16/2024","2/20/2024","BA","BA 2/23/2024 Call $210.00","BTO","1","$0.83","($83.03)"
"2/16/2024","2/16/2024","2/20/2024","BA","BA 2/23/2024 Put $200.00","BTO","2","$1.65","($330.06)"
"2/16/2024","2/16/2024","2/20/2024","BA","BA 2/16/2024 Put $200.00","STC","11","$0.04","$43.63"
